Año;Periodo;Agua embalsada
2005;Semana 39;21.238
2005;Semana 40;20.973
2005;Semana 41;20.756
2005;Semana 42;20.937
2005;Semana 43;21.100
2005;Semana 44;21.643
2005;Semana 45;22.222
2005;Semana 46;22.474
2005;Semana 47;23.008
2005;Semana 48;23.209
2005;Semana 49;23.706
2005;Semana 50;24.226
2005;Semana 51;24.265
2005;Semana 52;24.142
2006;Semana 1;24.364
2006;Semana 2;24.947
2006;Semana 3;25.129
2006;Semana 4;25.251
2006;Semana 5;25.370
2006;Semana 6;25.451
2006;Semana 7;25.548
2006;Semana 8;25.935
2006;Semana 9;26.322
2006;Semana 10;26.999
2006;Semana 11;27.948
2006;Semana 12;28.661
2006;Semana 13;30.284
2006;Semana 14;30.889
2006;Semana 15;30.990
2006;Semana 16;31.208
2006;Semana 17;31.391
2006;Semana 18;31.663
2006;Semana 19;31.559
2006;Semana 20;31.352
2006;Semana 21;31.012
2006;Semana 22;30.572
2006;Semana 23;30.103
2006;Semana 24;29.467
2006;Semana 25;28.985
2006;Semana 26;28.448
2006;Semana 27;27.925
2006;Semana 28;27.273
2006;Semana 29;26.462
2006;Semana 30;25.777
2006;Semana 31;24.901
2006;Semana 32;24.100
2006;Semana 33;23.362
2006;Semana 34;22.761
2006;Semana 35;22.170
2006;Semana 36;21.624
2006;Semana 37;21.049
2006;Semana 38;20.826
2006;Semana 39;20.860
2006;Semana 40;20.983
2006;Semana 41;20.955
2006;Semana 42;20.915
2006;Semana 43;21.765
2006;Semana 44;24.326
2006;Semana 45;25.276
2006;Semana 46;25.828
2006;Semana 47;26.641
2006;Semana 48;28.497
2006;Semana 49;29.623
2006;Semana 50;30.854
2006;Semana 51;30.968
2006;Semana 52;30.391
2007;Semana 1;30.089
2007;Semana 2;29.826
2007;Semana 3;29.735
2007;Semana 4;29.742
2007;Semana 5;29.819
2007;Semana 6;30.008
2007;Semana 7;30.871
2007;Semana 8;32.295
2007;Semana 9;32.846
2007;Semana 10;32.946
2007;Semana 11;32.881
2007;Semana 12;32.576
2007;Semana 13;32.333
2007;Semana 14;32.693
2007;Semana 15;33.027
2007;Semana 16;33.692
2007;Semana 17;33.936
2007;Semana 18;34.298
2007;Semana 19;34.852
2007;Semana 20;35.076
2007;Semana 21;35.031
2007;Semana 22;35.394
2007;Semana 23;35.395
2007;Semana 24;35.132
2007;Semana 25;35.013
2007;Semana 26;34.949
2007;Semana 27;34.374
2007;Semana 28;33.525
2007;Semana 29;32.539
2007;Semana 30;31.629
2007;Semana 31;30.676
2007;Semana 32;29.468
2007;Semana 33;28.586
2007;Semana 34;27.741
2007;Semana 35;27.060
2007;Semana 36;26.491
2007;Semana 37;25.839
2007;Semana 38;25.300
2007;Semana 39;24.885
2007;Semana 40;24.571
2007;Semana 41;24.641
2007;Semana 42;24.388
2007;Semana 43;23.847
2007;Semana 44;23.452
2007;Semana 45;23.113
2007;Semana 46;22.809
2007;Semana 47;22.562
2007;Semana 48;22.831
2007;Semana 49;22.693
2007;Semana 50;22.653
2007;Semana 51;22.481
2007;Semana 52;22.473
2008;Semana 1;22.466
2008;Semana 2;22.672
2008;Semana 3;22.975
2008;Semana 4;23.469
2008;Semana 5;23.656
2008;Semana 6;23.695
2008;Semana 7;23.891
2008;Semana 8;23.947
2008;Semana 9;24.134
2008;Semana 10;24.300
2008;Semana 11;24.433
2008;Semana 12;24.604
2008;Semana 13;24.684
2008;Semana 14;25.315
2008;Semana 15;25.838
2008;Semana 16;27.216
2008;Semana 17;28.639
2008;Semana 18;30.194
2008;Semana 19;30.411
2008;Semana 20;30.519
2008;Semana 21;31.111
2008;Semana 22;31.686
2008;Semana 23;32.187
2008;Semana 24;32.556
2008;Semana 25;32.686
2008;Semana 26;32.530
2008;Semana 27;32.092
2008;Semana 28;31.394
2008;Semana 29;30.696
2008;Semana 30;30.095
2008;Semana 31;29.293
2008;Semana 32;28.320
2008;Semana 33;27.579
2008;Semana 34;26.768
2008;Semana 35;26.101
2008;Semana 36;25.396
2008;Semana 37;24.767
2008;Semana 38;24.288
2008;Semana 39;23.866
2008;Semana 40;23.526
2008;Semana 41;23.175
2008;Semana 42;23.014
2008;Semana 43;22.923
2008;Semana 44;22.823
2008;Semana 45;23.262
2008;Semana 46;23.843
2008;Semana 47;23.807
2008;Semana 48;23.917
2008;Semana 49;24.185
2008;Semana 50;24.559
2008;Semana 51;25.350
2008;Semana 52;25.714
2008;Semana 53;25.903
2009;Semana 1;25.915
2009;Semana 2;26.120
2009;Semana 3;26.354
2009;Semana 4;27.633
2009;Semana 5;29.137
2009;Semana 6;30.698
2009;Semana 7;31.568
2009;Semana 8;31.762
2009;Semana 9;31.680
2009;Semana 10;32.207
2009;Semana 11;32.661
2009;Semana 12;32.802
2009;Semana 13;32.739
2009;Semana 14;32.680
2009;Semana 15;32.921
2009;Semana 16;33.390
2009;Semana 17;33.427
2009;Semana 18;33.410
2009;Semana 19;33.301
2009;Semana 20;33.362
2009;Semana 21;33.321
2009;Semana 22;33.106
2009;Semana 23;32.722
2009;Semana 24;32.503
2009;Semana 25;31.967
2009;Semana 26;31.399
2009;Semana 27;30.665
2009;Semana 28;29.983
2009;Semana 29;29.190
2009;Semana 30;28.411
2009;Semana 31;27.496
2009;Semana 32;26.794
2009;Semana 33;26.168
2009;Semana 34;25.437
2009;Semana 35;24.717
2009;Semana 36;24.129
2009;Semana 37;23.637
2009;Semana 38;23.413
2009;Semana 39;23.191
2009;Semana 40;22.949
2009;Semana 41;22.782
2009;Semana 42;22.547
2009;Semana 43;22.611
2009;Semana 44;22.498
2009;Semana 45;22.547
2009;Semana 46;23.065
2009;Semana 47;23.354
2009;Semana 48;23.312
2009;Semana 49;23.899
2009;Semana 50;24.287
2009;Semana 51;24.213
2009;Semana 52;27.662
2010;Semana 1;31.945
2010;Semana 2;34.376
2010;Semana 3;36.644
2010;Semana 4;37.532
2010;Semana 5;37.736
2010;Semana 6;37.928
2010;Semana 7;38.369
2010;Semana 8;39.954
2010;Semana 9;42.711
2010;Semana 10;44.052
2010;Semana 11;44.364
2010;Semana 12;44.507
2010;Semana 13;45.140
2010;Semana 14;45.572
2010;Semana 15;45.569
2010;Semana 16;45.650
2010;Semana 17;45.978
2010;Semana 18;46.198
2010;Semana 19;46.458
2010;Semana 20;46.684
2010;Semana 21;46.650
2010;Semana 22;46.541
2010;Semana 23;46.114
2010;Semana 24;46.262
2010;Semana 25;46.395
2010;Semana 26;46.024
2010;Semana 27;45.416
2010;Semana 28;44.658
2010;Semana 29;43.843
2010;Semana 30;43.036
2010;Semana 31;42.164
2010;Semana 32;41.350
2010;Semana 33;40.549
2010;Semana 34;39.767
2010;Semana 35;38.991
2010;Semana 36;38.318
2010;Semana 37;37.643
2010;Semana 38;37.193
2010;Semana 39;36.783
2010;Semana 40;36.473
2010;Semana 41;36.383
2010;Semana 42;36.404
2010;Semana 43;36.141
2010;Semana 44;36.108
2010;Semana 45;36.136
2010;Semana 46;36.490
2010;Semana 47;36.998
2010;Semana 48;37.167
2010;Semana 49;38.194
2010;Semana 50;40.222
2010;Semana 51;40.187
2010;Semana 52;41.160
2011;Semana 1;41.427
2011;Semana 2;42.987
2011;Semana 3;43.353
2011;Semana 4;43.076
2011;Semana 5;42.529
2011;Semana 6;42.302
2011;Semana 7;42.040
2011;Semana 8;43.016
2011;Semana 9;44.220
2011;Semana 10;44.313
2011;Semana 11;44.195
2011;Semana 12;45.158
2011;Semana 13;45.469
2011;Semana 14;45.724
2011;Semana 15;45.788
2011;Semana 16;45.541
2011;Semana 17;45.544
2011;Semana 18;45.710
2011;Semana 19;45.903
2011;Semana 20;45.914
2011;Semana 21;45.670
2011;Semana 22;45.294
2011;Semana 23;45.030
2011;Semana 24;44.926
2011;Semana 25;44.438
2011;Semana 26;43.702
2011;Semana 27;42.857
2011;Semana 28;42.075
2011;Semana 29;41.293
2011;Semana 30;40.446
2011;Semana 31;39.734
2011;Semana 32;38.950
2011;Semana 33;38.235
2011;Semana 34;37.352
2011;Semana 35;36.637
2011;Semana 36;36.088
2011;Semana 37;35.600
2011;Semana 38;35.073
2011;Semana 39;34.616
2011;Semana 40;34.172
2011;Semana 41;33.756
2011;Semana 42;33.328
2011;Semana 43;32.933
2011;Semana 44;33.032
2011;Semana 45;33.793
2011;Semana 46;34.210
2011;Semana 47;34.658
2011;Semana 48;34.781
2011;Semana 49;34.577
2011;Semana 50;34.367
2011;Semana 51;34.447
2011;Semana 52;34.533
2012;Semana 1;34.536
2012;Semana 2;34.588
2012;Semana 3;34.469
2012;Semana 4;34.396
2012;Semana 5;34.350
2012;Semana 6;34.330
2012;Semana 7;34.501
2012;Semana 8;34.705
2012;Semana 9;34.758
2012;Semana 10;34.764
2012;Semana 11;34.724
2012;Semana 12;34.525
2012;Semana 13;34.452
2012;Semana 14;34.304
2012;Semana 15;34.354
2012;Semana 16;34.458
2012;Semana 17;34.936
2012;Semana 18;35.470
2012;Semana 19;36.404
2012;Semana 20;37.131
2012;Semana 21;37.116
2012;Semana 22;37.083
2012;Semana 23;36.755
2012;Semana 24;36.303
2012;Semana 25;35.773
2012;Semana 26;35.056
2012;Semana 27;34.009
2012;Semana 28;33.259
2012;Semana 29;32.501
2012;Semana 30;31.597
2012;Semana 31;30.754
2012;Semana 32;29.892
2012;Semana 33;29.025
2012;Semana 34;28.184
2012;Semana 35;27.450
2012;Semana 36;26.797
2012;Semana 37;26.219
2012;Semana 38;25.682
2012;Semana 39;25.209
2012;Semana 40;25.176
2012;Semana 41;25.065
2012;Semana 42;24.777
2012;Semana 43;25.226
2012;Semana 44;25.836
2012;Semana 45;26.717
2012;Semana 46;27.960
2012;Semana 47;28.322
2012;Semana 48;28.666
2012;Semana 49;28.981
2012;Semana 50;29.272
2012;Semana 51;29.942
2012;Semana 52;30.783
2013;Semana 1;30.872
2013;Semana 2;30.969
2013;Semana 3;30.976
2013;Semana 4;32.588
2013;Semana 5;34.528
2013;Semana 6;35.774
2013;Semana 7;36.106
2013;Semana 8;36.520
2013;Semana 9;37.267
2013;Semana 10;37.497
2013;Semana 11;40.684
2013;Semana 12;42.371
2013;Semana 13;43.147
2013;Semana 14;45.327
2013;Semana 15;46.408
2013;Semana 16;46.796
2013;Semana 17;47.040
2013;Semana 18;47.117
2013;Semana 19;47.469
2013;Semana 20;47.392
2013;Semana 21;47.441
2013;Semana 22;47.444
2013;Semana 23;47.306
2013;Semana 24;47.091
2013;Semana 25;46.877
2013;Semana 26;46.585
2013;Semana 27;46.150
2013;Semana 28;45.462
2013;Semana 29;44.754
2013;Semana 30;44.195
2013;Semana 31;43.234
2013;Semana 32;42.405
2013;Semana 33;41.634
2013;Semana 34;40.853
2013;Semana 35;40.018
2013;Semana 36;39.383
2013;Semana 37;38.751
2013;Semana 38;38.075
2013;Semana 39;37.469
2013;Semana 40;36.879
2013;Semana 41;36.817
2013;Semana 42;36.581
2013;Semana 43;36.313
2013;Semana 44;36.782
2013;Semana 45;36.722
2013;Semana 46;36.988
2013;Semana 47;36.825
2013;Semana 48;36.761
2013;Semana 49;36.377
2013;Semana 50;36.003
2013;Semana 51;35.715
2013;Semana 52;35.531
2013;Semana 53;36.912
2014;Semana 1;39.002
2014;Semana 2;40.401
2014;Semana 3;41.092
2014;Semana 4;41.881
2014;Semana 5;42.521
2014;Semana 6;44.090
2014;Semana 7;45.614
2014;Semana 8;45.438
2014;Semana 9;45.663
2014;Semana 10;46.161
2014;Semana 11;45.803
2014;Semana 12;45.477
2014;Semana 13;45.287
2014;Semana 14;46.253
2014;Semana 15;46.518
2014;Semana 16;46.421
2014;Semana 17;46.380
2014;Semana 18;46.331
2014;Semana 19;46.057
2014;Semana 20;45.748
2014;Semana 21;45.715
2014;Semana 22;45.698
2014;Semana 23;45.431
2014;Semana 24;44.965
2014;Semana 25;44.404
2014;Semana 26;43.828
2014;Semana 27;43.409
2014;Semana 28;42.866
2014;Semana 29;41.933
2014;Semana 30;40.888
2014;Semana 31;39.966
2014;Semana 32;39.017
2014;Semana 33;38.248
2014;Semana 34;37.442
2014;Semana 35;36.562
2014;Semana 36;35.710
2014;Semana 37;35.173
2014;Semana 38;34.991
2014;Semana 39;34.804
2014;Semana 40;35.074
2014;Semana 41;35.252
2014;Semana 42;35.796
2014;Semana 43;35.643
2014;Semana 44;35.344
2014;Semana 45;35.494
2014;Semana 46;36.649
2014;Semana 47;37.086
2014;Semana 48;37.993
2014;Semana 49;38.605
2014;Semana 50;38.940
2014;Semana 51;39.214
2014;Semana 52;39.350
2015;Semana 1;39.507
2015;Semana 2;39.219
2015;Semana 3;39.275
2015;Semana 4;39.561
2015;Semana 5;40.425
2015;Semana 6;41.311
2015;Semana 7;41.368
2015;Semana 8;41.911
2015;Semana 9;42.414
2015;Semana 10;42.862
2015;Semana 11;42.526
2015;Semana 12;42.735
2015;Semana 13;43.397
2015;Semana 14;43.695
2015;Semana 15;43.624
2015;Semana 16;43.745
2015;Semana 17;43.808
2015;Semana 18;44.028
2015;Semana 19;44.192
2015;Semana 20;43.687
2015;Semana 21;43.130
2015;Semana 22;42.528
2015;Semana 23;41.745
2015;Semana 24;41.337
2015;Semana 25;41.112
2015;Semana 26;40.284
2015;Semana 27;39.284
2015;Semana 28;38.434
2015;Semana 29;37.255
2015;Semana 30;36.400
2015;Semana 31;35.641
2015;Semana 32;34.857
2015;Semana 33;34.122
2015;Semana 34;33.503
2015;Semana 35;32.929
2015;Semana 36;32.366
2015;Semana 37;31.941
2015;Semana 38;31.781
2015;Semana 39;31.336
2015;Semana 40;30.858
2015;Semana 41;30.809
2015;Semana 42;30.783
2015;Semana 43;30.759
2015;Semana 44;31.052
2015;Semana 45;31.718
2015;Semana 46;31.563
2015;Semana 47;31.295
2015;Semana 48;31.441
2015;Semana 49;31.319
2015;Semana 50;31.213
2015;Semana 51;31.167
2015;Semana 52;31.118
2015;Semana 53;31.450
2016;Semana 1;31.450
2016;Semana 2;33.504
2016;Semana 3;35.318
2016;Semana 4;35.519
2016;Semana 5;35.600
2016;Semana 6;35.497
2016;Semana 7;36.852
2016;Semana 8;37.478
2016;Semana 9;37.588
2016;Semana 10;37.924
2016;Semana 11;38.003
2016;Semana 12;37.897
2016;Semana 13;38.211
2016;Semana 14;38.697
2016;Semana 15;39.124
2016;Semana 16;39.709
2016;Semana 17;40.637
2016;Semana 18;40.628
2016;Semana 19;40.707
2016;Semana 20;42.188
2016;Semana 21;42.141
2016;Semana 22;41.931
2016;Semana 23;41.702
2016;Semana 24;41.238
2016;Semana 25;40.771
2016;Semana 26;40.143
2016;Semana 27;39.424
2016;Semana 28;38.628
2016;Semana 29;37.841
2016;Semana 30;36.831
2016;Semana 31;35.898
2016;Semana 32;34.778
2016;Semana 33;33.891
2016;Semana 34;33.242
2016;Semana 35;32.351
2016;Semana 36;31.252
2016;Semana 37;30.324
2016;Semana 38;29.745
2016;Semana 39;29.197
2016;Semana 40;28.749
2016;Semana 41;28.266
2016;Semana 42;27.736
2016;Semana 43;27.318
2016;Semana 44;27.141
2016;Semana 45;27.002
2016;Semana 46;27.009
2016;Semana 47;26.928
2016;Semana 48;28.167
2016;Semana 49;28.547
2016;Semana 50;28.685
2016;Semana 51;28.692
2016;Semana 52;28.599
2017;Semana 1;28.580
2017;Semana 2;28.432
2017;Semana 3;28.327
2017;Semana 4;28.373
2017;Semana 5;28.028
2017;Semana 6;29.147
2017;Semana 7;30.407
2017;Semana 8;32.044
2017;Semana 9;32.476
2017;Semana 10;32.740
2017;Semana 11;33.032
2017;Semana 12;33.174
2017;Semana 13;33.064
2017;Semana 14;33.303
2017;Semana 15;33.313
2017;Semana 16;33.082
2017;Semana 17;32.800
2017;Semana 18;32.521
2017;Semana 19;32.301
2017;Semana 20;32.422
2017;Semana 21;32.344
2017;Semana 22;32.000
2017;Semana 23;31.618
2017;Semana 24;31.309
2017;Semana 25;30.678
2017;Semana 26;29.928
2017;Semana 27;29.407
2017;Semana 28;28.792
2017;Semana 29;28.242
2017;Semana 30;27.485
2017;Semana 31;26.826
2017;Semana 32;26.004
2017;Semana 33;25.200
2017;Semana 34;24.607
2017;Semana 35;23.985
2017;Semana 36;23.522
2017;Semana 37;23.030
2017;Semana 38;22.531
2017;Semana 39;22.053
2017;Semana 40;21.786
2017;Semana 41;21.484
2017;Semana 42;21.227
2017;Semana 43;21.169
2017;Semana 44;21.024
2017;Semana 45;20.920
2017;Semana 46;20.873
2017;Semana 47;20.768
2017;Semana 48;20.575
2017;Semana 49;20.446
2017;Semana 50;20.475
2017;Semana 51;21.106
2017;Semana 52;21.391
2018;Semana 1;21.832
2018;Semana 2;22.632
2018;Semana 3;23.065
2018;Semana 4;23.254
2018;Semana 5;23.508
2018;Semana 6;23.618
2018;Semana 7;23.526
2018;Semana 8;24.077
2018;Semana 9;24.413
2018;Semana 10;26.307
2018;Semana 11;30.120
2018;Semana 12;33.729
2018;Semana 13;34.979
2018;Semana 14;35.781
2018;Semana 15;36.628
2018;Semana 16;38.461
2018;Semana 17;39.690
2018;Semana 18;39.850
2018;Semana 19;40.109
2018;Semana 20;40.221
2018;Semana 21;40.257
2018;Semana 22;40.287
2018;Semana 23;40.591
2018;Semana 24;40.846
2018;Semana 25;40.868
2018;Semana 26;40.328
2018;Semana 27;39.603
2018;Semana 28;38.935
2018;Semana 29;38.254
2018;Semana 30;37.501
2018;Semana 31;36.481
2018;Semana 32;35.574
2018;Semana 33;34.787
2018;Semana 34;34.051
2018;Semana 35;33.180
2018;Semana 36;32.279
2018;Semana 37;31.643
2018;Semana 38;31.006
2018;Semana 39;30.363
2018;Semana 40;29.794
2018;Semana 41;29.309
2018;Semana 42;29.001
2018;Semana 43;29.371
2018;Semana 44;29.186
2018;Semana 45;29.307
2018;Semana 46;29.885
2018;Semana 47;30.107
2018;Semana 48;30.367
2018;Semana 49;30.741
2018;Semana 50;30.755
2018;Semana 51;30.804
2018;Semana 52;31.040
2019;Semana 1;30.935
2019;Semana 2;30.739
2019;Semana 3;30.548
2019;Semana 4;30.261
2019;Semana 5;30.718
2019;Semana 6;31.982
2019;Semana 7;32.571
2019;Semana 8;32.801
2019;Semana 9;32.846
2019;Semana 10;32.554
2019;Semana 11;32.936
2019;Semana 12;32.845
2019;Semana 13;32.627
2019;Semana 14;32.407
2019;Semana 15;32.213
2019;Semana 16;32.389
2019;Semana 17;32.788
2019;Semana 18;33.614
2019;Semana 19;34.033
2019;Semana 20;34.043
2019;Semana 21;33.944
2019;Semana 22;33.852
2019;Semana 23;33.587
2019;Semana 24;33.271
2019;Semana 25;32.814
2019;Semana 26;32.241
2019;Semana 27;31.591
2019;Semana 28;30.745
2019;Semana 29;30.181
2019;Semana 30;29.342
2019;Semana 31;28.448
2019;Semana 32;27.716
2019;Semana 33;27.024
2019;Semana 34;26.232
2019;Semana 35;25.659
2019;Semana 36;24.991
2019;Semana 37;24.328
2019;Semana 38;23.798
2019;Semana 39;23.383
2019;Semana 40;23.038
2019;Semana 41;22.656
2019;Semana 42;22.344
2019;Semana 43;22.313
2019;Semana 44;22.605
2019;Semana 45;22.713
2019;Semana 46;23.243
2019;Semana 47;24.251
2019;Semana 48;25.104
2019;Semana 49;26.233
2019;Semana 50;26.463
2019;Semana 51;26.955
2019;Semana 52;30.972
2019;Semana 53;31.817
2020;Semana 1;31.740
2020;Semana 2;31.480
2020;Semana 3;31.384
2020;Semana 4;31.927
2020;Semana 5;32.760
2020;Semana 6;33.000
2020;Semana 7;32.916
2020;Semana 8;32.738
2020;Semana 9;32.551
2020;Semana 10;33.234
2020;Semana 11;33.296
2020;Semana 12;33.840
2020;Semana 13;33.868
2020;Semana 14;34.366
2020;Semana 15;34.877
2020;Semana 16;35.856
2020;Semana 17;36.396
2020;Semana 18;36.953
2020;Semana 19;36.945
2020;Semana 20;37.280
2020;Semana 21;37.361
2020;Semana 22;37.120
2020;Semana 23;36.806
2020;Semana 24;36.607
2020;Semana 25;36.192
2020;Semana 26;35.586
2020;Semana 27;34.896
2020;Semana 28;34.244
2020;Semana 29;33.493
2020;Semana 30;32.630
2020;Semana 31;31.591
2020;Semana 32;30.458
2020;Semana 33;30.002
2020;Semana 34;29.111
2020;Semana 35;28.283
2020;Semana 36;27.600
2020;Semana 37;26.892
2020;Semana 38;26.296
2020;Semana 39;25.868
2020;Semana 40;25.845
2020;Semana 41;25.632
2020;Semana 42;25.278
2020;Semana 43;25.935
2020;Semana 44;26.062
2020;Semana 45;26.395
2020;Semana 46;26.504
2020;Semana 47;26.405
2020;Semana 48;26.274
2020;Semana 49;26.235
2020;Semana 50;27.266
2020;Semana 51;28.078
2020;Semana 52;28.486
2020;Semana 53;28.692
2021;Semana 1;28.692
2021;Semana 2;28.381
2021;Semana 3;27.957
2021;Semana 4;29.160
2021;Semana 5;30.941
2021;Semana 6;32.482
2021;Semana 7;34.827
2021;Semana 8;35.592
2021;Semana 9;35.991
2021;Semana 10;36.018
2021;Semana 11;35.888
2021;Semana 12;35.877
2021;Semana 13;35.378
2021;Semana 14;35.248
2021;Semana 15;34.891
2021;Semana 16;34.458
2021;Semana 17;34.047
2021;Semana 18;34.036
2021;Semana 19;33.926
2021;Semana 20;34.075
2021;Semana 21;33.875
2021;Semana 22;33.363
2021;Semana 23;33.098
2021;Semana 24;32.611
2021;Semana 25;32.266
2021;Semana 26;31.851
2021;Semana 27;30.974
2021;Semana 28;29.857
2021;Semana 29;28.877
2021;Semana 30;27.958
2021;Semana 31;27.092
2021;Semana 32;26.289
2021;Semana 33;25.353
2021;Semana 34;24.571
2021;Semana 35;23.823
2021;Semana 36;23.332
2021;Semana 37;22.868
2021;Semana 38;22.646
2021;Semana 39;22.537
2021;Semana 40;22.422
2021;Semana 41;22.252
2021;Semana 42;22.015
2021;Semana 43;21.786
2021;Semana 44;21.897
2021;Semana 45;22.205
2021;Semana 46;22.108
2021;Semana 47;21.929
2021;Semana 48;21.999
2021;Semana 49;22.456
2021;Semana 50;23.482
2021;Semana 51;23.725
2021;Semana 52;23.960
2022;Semana 1;24.552
2022;Semana 2;24.911
2022;Semana 3;25.417
2022;Semana 4;25.335
2022;Semana 5;25.130
2022;Semana 6;25.042
2022;Semana 7;24.882
2022;Semana 8;24.868
2022;Semana 9;24.705
2022;Semana 10;24.619
2022;Semana 11;24.752
2022;Semana 12;25.214
2022;Semana 13;26.282
2022;Semana 14;26.620
2022;Semana 15;26.834
2022;Semana 16;27.244
2022;Semana 17;27.844
2022;Semana 18;28.379
2022;Semana 19;28.452
2022;Semana 20;28.301
2022;Semana 21;28.105
2022;Semana 22;27.814
2022;Semana 23;27.489
2022;Semana 24;27.040
2022;Semana 25;26.437
2022;Semana 26;25.968
2022;Semana 27;25.440
2022;Semana 28;24.917
2022;Semana 29;24.260
2022;Semana 30;23.521
2022;Semana 31;22.689
2022;Semana 32;21.996
2022;Semana 33;21.291
2022;Semana 34;20.702
2022;Semana 35;20.174
2022;Semana 36;19.671
2022;Semana 37;19.209
2022;Semana 38;18.810
2022;Semana 39;18.269
2022;Semana 40;17.944
2022;Semana 41;17.747
2022;Semana 42;17.599
2022;Semana 43;17.819
2022;Semana 44;18.038
2022;Semana 45;18.158
2022;Semana 46;18.249
2022;Semana 47;18.444
2022;Semana 48;19.241
2022;Semana 50;20.021
2022;Semana 51;23.552
2022;Semana 52;25.193
2023;Semana 1;25.977
2023;Semana 2;26.701
2023;Semana 3;27.190
2023;Semana 4;28.533
2023;Semana 5;28.775
2023;Semana 6;28.590
2023;Semana 7;28.401
2023;Semana 8;28.356
2023;Semana 9;28.455
2023;Semana 10;28.295
2023;Semana 11;28.295
2023;Semana 12;28.971
2023;Semana 13;29.012
2023;Semana 14;28.889
2023;Semana 15;28.665
2023;Semana 16;28.665
2023;Semana 17;28.074
2023;Semana 18;27.823
2023;Semana 19;27.417
2023;Semana 20;27.033
2023;Semana 21;26.726
2023;Semana 22;26.640
2023;Semana 23;26.588
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
